dataset,class_name,shap_gsd_feature_group,expected_rank_or_direction,source_citation,mapper_confidence,notes
ton_iot,xss,DURATION_IN,2,MITRE T1190 (identical umbrella to injection; ATT&CK does not distinguish XSS from SQLi); Booij2022TONIoTHeterogeneity (XSSer toolkit); CrespoMartinez2023 (source2 sec.5),low,"ATT&CK collapses xss and injection onto one technique ID, so the two classes carry the same expected profile here; this is a genuine limitation of the technique vocabulary, not a shortcut. A candidate XSS fan-out claim traced to Moustafa2021TONIoT could not be confirmed (paper inaccessible) and is not used. session-persistence attribute."
ton_iot,xss,L7_PROTO,2,MITRE T1190 (identical umbrella to injection; ATT&CK does not distinguish XSS from SQLi); Booij2022TONIoTHeterogeneity (XSSer toolkit); CrespoMartinez2023 (source2 sec.5),low,"ATT&CK collapses xss and injection onto one technique ID, so the two classes carry the same expected profile here; this is a genuine limitation of the technique vocabulary, not a shortcut. A candidate XSS fan-out claim traced to Moustafa2021TONIoT could not be confirmed (paper inaccessible) and is not used. HTTP as the carrying application-layer protocol."
ton_iot,mitm,DST_TO_SRC_IAT_AVG,1,"MITRE T1557 (T1557.002 sub-technique unconfirmed for ToN-IoT's tooling); Booij2022TONIoTHeterogeneity (Ettercap); Kang2018 (source2 sec.12, relay-induced latency); Kim2019ARP; Sumanasekara2025 for the mechanism",low,"source2 sec.12 records a STRUCTURAL evidentiary gap, not an incidental one: ARP/DHCP signalling operates below what a NetFlow exporter captures, so the solid literature on this attack's mechanism cannot ground a NetFlow-schema feature signature. Only the relay-latency claim is mapped. added round-trip latency of the interposed relay node."
ton_iot,mitm,SRC_TO_DST_IAT_AVG,2,"MITRE T1557 (T1557.002 sub-technique unconfirmed for ToN-IoT's tooling); Booij2022TONIoTHeterogeneity (Ettercap); Kang2018 (source2 sec.12, relay-induced latency); Kim2019ARP; Sumanasekara2025 for the mechanism",low,"source2 sec.12 records a STRUCTURAL evidentiary gap, not an incidental one: ARP/DHCP signalling operates below what a NetFlow exporter captures, so the solid literature on this attack's mechanism cannot ground a NetFlow-schema feature signature. Only the relay-latency claim is mapped. same latency anomaly, forward direction."
ton_iot,mitm,FLOW_DURATION_MILLISECONDS,3,"MITRE T1557 (T1557.002 sub-technique unconfirmed for ToN-IoT's tooling); Booij2022TONIoTHeterogeneity (Ettercap); Kang2018 (source2 sec.12, relay-induced latency); Kim2019ARP; Sumanasekara2025 for the mechanism",low,"source2 sec.12 records a STRUCTURAL evidentiary gap, not an incidental one: ARP/DHCP signalling operates below what a NetFlow exporter captures, so the solid literature on this attack's mechanism cannot ground a NetFlow-schema feature signature. Only the relay-latency claim is mapped. relay-induced elongation of the observed flow."
cicids2018,Bot,FLOW_DURATION_MILLISECONDS,1,"MITRE T1071 / T1113, ATT&CK software S0016 (P2P ZeuS); Sharafaldin2018CICIDS (Zeus + Ares, periodic screenshot C2); Garcia2014Botnet; Beigi2014; Wang2020BotMark (source2 sec.4)",medium,"CICIDS2018 doc grades this class medium-high (tactic and Zeus software reference solid, exact C2 sub-technique not page-verified); source2 sec.4 notes no literature specific to the Ares variant, so the CICIDS2018/Ares mapping is an inference. Medium is taken as the lower of the two. flow duration, repeatedly reported informative."
cicids2018,Bot,SRC_TO_DST_IAT_AVG,1,"MITRE T1071 / T1113, ATT&CK software S0016 (P2P ZeuS); Sharafaldin2018CICIDS (Zeus + Ares, periodic screenshot C2); Garcia2014Botnet; Beigi2014; Wang2020BotMark (source2 sec.4)",medium,"CICIDS2018 doc grades this class medium-high (tactic and Zeus software reference solid, exact C2 sub-technique not page-verified); source2 sec.4 notes no literature specific to the Ares variant, so the CICIDS2018/Ares mapping is an inference. Medium is taken as the lower of the two. inter-arrival regularity of scheduled beaconing."
cicids2018,Bot,IN_BYTES,1,"MITRE T1071 / T1113, ATT&CK software S0016 (P2P ZeuS); Sharafaldin2018CICIDS (Zeus + Ares, periodic screenshot C2); Garcia2014Botnet; Beigi2014; Wang2020BotMark (source2 sec.4)",medium,"CICIDS2018 doc grades this class medium-high (tactic and Zeus software reference solid, exact C2 sub-technique not page-verified); source2 sec.4 notes no literature specific to the Ares variant, so the CICIDS2018/Ares mapping is an inference. Medium is taken as the lower of the two. bidirectional byte counts separate bot from benign traffic."
cicids2018,Bot,OUT_BYTES,2,"MITRE T1071 / T1113, ATT&CK software S0016 (P2P ZeuS); Sharafaldin2018CICIDS (Zeus + Ares, periodic screenshot C2); Garcia2014Botnet; Beigi2014; Wang2020BotMark (source2 sec.4)",medium,"CICIDS2018 doc grades this class medium-high (tactic and Zeus software reference solid, exact C2 sub-technique not page-verified); source2 sec.4 notes no literature specific to the Ares variant, so the CICIDS2018/Ares mapping is an inference. Medium is taken as the lower of the two. reverse-direction byte count of the C2 reply."
cicids2018,Bot,IN_PKTS,2,"MITRE T1071 / T1113, ATT&CK software S0016 (P2P ZeuS); Sharafaldin2018CICIDS (Zeus + Ares, periodic screenshot C2); Garcia2014Botnet; Beigi2014; Wang2020BotMark (source2 sec.4)",medium,"CICIDS2018 doc grades this class medium-high (tactic and Zeus software reference solid, exact C2 sub-technique not page-verified); source2 sec.4 notes no literature specific to the Ares variant, so the CICIDS2018/Ares mapping is an inference. Medium is taken as the lower of the two. bidirectional packet counts."
cicids2018,Bot,OUT_PKTS,2,"MITRE T1071 / T1113, ATT&CK software S0016 (P2P ZeuS); Sharafaldin2018CICIDS (Zeus + Ares, periodic screenshot C2); Garcia2014Botnet; Beigi2014; Wang2020BotMark (source2 sec.4)",medium,"CICIDS2018 doc grades this class medium-high (tactic and Zeus software reference solid, exact C2 sub-technique not page-verified); source2 sec.4 notes no literature specific to the Ares variant, so the CICIDS2018/Ares mapping is an inference. Medium is taken as the lower of the two. reverse-direction packet count."
cicids2018,Bot,LONGEST_FLOW_PKT,2,"MITRE T1071 / T1113, ATT&CK software S0016 (P2P ZeuS); Sharafaldin2018CICIDS (Zeus + Ares, periodic screenshot C2); Garcia2014Botnet; Beigi2014; Wang2020BotMark (source2 sec.4)",medium,"CICIDS2018 doc grades this class medium-high (tactic and Zeus software reference solid, exact C2 sub-technique not page-verified); source2 sec.4 notes no literature specific to the Ares variant, so the CICIDS2018/Ares mapping is an inference. Medium is taken as the lower of the two. packet-size statistics."
cicids2018,Bot,SHORTEST_FLOW_PKT,3,"MITRE T1071 / T1113, ATT&CK software S0016 (P2P ZeuS); Sharafaldin2018CICIDS (Zeus + Ares, periodic screenshot C2); Garcia2014Botnet; Beigi2014; Wang2020BotMark (source2 sec.4)",medium,"CICIDS2018 doc grades this class medium-high (tactic and Zeus software reference solid, exact C2 sub-technique not page-verified); source2 sec.4 notes no literature specific to the Ares variant, so the CICIDS2018/Ares mapping is an inference. Medium is taken as the lower of the two. packet-size statistics."
cicids2018,Bot,L7_PROTO,3,"MITRE T1071 / T1113, ATT&CK software S0016 (P2P ZeuS); Sharafaldin2018CICIDS (Zeus + Ares, periodic screenshot C2); Garcia2014Botnet; Beigi2014; Wang2020BotMark (source2 sec.4)",medium,"CICIDS2018 doc grades this class medium-high (tactic and Zeus software reference solid, exact C2 sub-technique not page-verified); source2 sec.4 notes no literature specific to the Ares variant, so the CICIDS2018/Ares mapping is an inference. Medium is taken as the lower of the two. application-layer C2 protocol (HTTP for Zeus/Ares)."
cicids2018,Infilteration,FLOW_DURATION_MILLISECONDS,1,MITRE T1204/T1203 then T1046; Sharafaldin2018CICIDS; Smiliotopoulos2024; GocsJohanyak2023 (source2 sec.7),medium,"CICIDS2018 doc grades this class medium: secondary sources disagree on the delivery vector (email vs. Dropbox) and the exploit CVE is unidentified. The label bundles two kill-chain stages, so the mapped set deliberately spans both the low-and-slow delivery flow and the Nmap discovery sub-stage. Class name is the dataset's own misspelling 'Infilteration'. long-lived low-and-slow pattern (source 1)."
cicids2018,Infilteration,SRC_TO_DST_SECOND_BYTES,1,MITRE T1204/T1203 then T1046; Sharafaldin2018CICIDS; Smiliotopoulos2024; GocsJohanyak2023 (source2 sec.7),medium,"CICIDS2018 doc grades this class medium: secondary sources disagree on the delivery vector (email vs. Dropbox) and the exploit CVE is unidentified. The label bundles two kill-chain stages, so the mapped set deliberately spans both the low-and-slow delivery flow and the Nmap discovery sub-stage. Class name is the dataset's own misspelling 'Infilteration'. forward subflow byte counts (source 1)."
cicids2018,Infilteration,DURATION_IN,2,MITRE T1204/T1203 then T1046; Sharafaldin2018CICIDS; Smiliotopoulos2024; GocsJohanyak2023 (source2 sec.7),medium,"CICIDS2018 doc grades this class medium: secondary sources disagree on the delivery vector (email vs. Dropbox) and the exploit CVE is unidentified. The label bundles two kill-chain stages, so the mapped set deliberately spans both the low-and-slow delivery flow and the Nmap discovery sub-stage. Class name is the dataset's own misspelling 'Infilteration'. mean active time / session persistence (source 1)."
cicids2018,Infilteration,IN_BYTES,2,MITRE T1204/T1203 then T1046; Sharafaldin2018CICIDS; Smiliotopoulos2024; GocsJohanyak2023 (source2 sec.7),medium,"CICIDS2018 doc grades this class medium: secondary sources disagree on the delivery vector (email vs. Dropbox) and the exploit CVE is unidentified. The label bundles two kill-chain stages, so the mapped set deliberately spans both the low-and-slow delivery flow and the Nmap discovery sub-stage. Class name is the dataset's own misspelling 'Infilteration'. forward packet-length totals (source 1)."
cicids2018,Infilteration,DST_PORT_GROUP,2,MITRE T1204/T1203 then T1046; Sharafaldin2018CICIDS; Smiliotopoulos2024; GocsJohanyak2023 (source2 sec.7),medium,"CICIDS2018 doc grades this class medium: secondary sources disagree on the delivery vector (email vs. Dropbox) and the exploit CVE is unidentified. The label bundles two kill-chain stages, so the mapped set deliberately spans both the low-and-slow delivery flow and the Nmap discovery sub-stage. Class name is the dataset's own misspelling 'Infilteration'. second-stage Nmap service enumeration."
cicids2018,Infilteration,TCP_FLAGS,3,MITRE T1204/T1203 then T1046; Sharafaldin2018CICIDS; Smiliotopoulos2024; GocsJohanyak2023 (source2 sec.7),medium,"CICIDS2018 doc grades this class medium: secondary sources disagree on the delivery vector (email vs. Dropbox) and the exploit CVE is unidentified. The label bundles two kill-chain stages, so the mapped set deliberately spans both the low-and-slow delivery flow and the Nmap discovery sub-stage. Class name is the dataset's own misspelling 'Infilteration'. second-stage half-open scan handshakes."
cicids2018,FTP-BruteForce,FLOW_DURATION_MILLISECONDS,1,"MITRE T1110.001; Sharafaldin2018CICIDS (FTP-Patator); Jonker2015; Najafabadi2015; Hancock2021; Leevy2021 (source2 sec.6, CICIDS2018-specific)",high,"No explained flows for this class in the current run, so this row records the literature expectation without being scoreable yet; eval04 reports it as rho-undefined rather than as disagreement. Source 2 is unusually strong here and CICIDS2018-specific: as few as two flow-level features suffice to separate SSH/FTP brute force on this dataset. FTP_COMMAND_RET_CODE was considered (repeated authentication-failure return codes) but left unmapped: no source in the pass states it, and it would be a protocol inference rather than a literature finding. short, near-identical flow durations ('flat traffic')."
cicids2018,FTP-BruteForce,IN_BYTES,1,"MITRE T1110.001; Sharafaldin2018CICIDS (FTP-Patator); Jonker2015; Najafabadi2015; Hancock2021; Leevy2021 (source2 sec.6, CICIDS2018-specific)",high,"No explained flows for this class in the current run, so this row records the literature expectation without being scoreable yet; eval04 reports it as rho-undefined rather than as disagreement. Source 2 is unusually strong here and CICIDS2018-specific: as few as two flow-level features suffice to separate SSH/FTP brute force on this dataset. FTP_COMMAND_RET_CODE was considered (repeated authentication-failure return codes) but left unmapped: no source in the pass states it, and it would be a protocol inference rather than a literature finding. near-identical per-flow byte counts across repeated attempts."
cicids2018,FTP-BruteForce,DST_PORT_GROUP,1,"MITRE T1110.001; Sharafaldin2018CICIDS (FTP-Patator); Jonker2015; Najafabadi2015; Hancock2021; Leevy2021 (source2 sec.6, CICIDS2018-specific)",high,"No explained flows for this class in the current run, so this row records the literature expectation without being scoreable yet; eval04 reports it as rho-undefined rather than as disagreement. Source 2 is unusually strong here and CICIDS2018-specific: as few as two flow-level features suffice to separate SSH/FTP brute force on this dataset. FTP_COMMAND_RET_CODE was considered (repeated authentication-failure return codes) but left unmapped: no source in the pass states it, and it would be a protocol inference rather than a literature finding. fixed target authentication service port."
cicids2018,FTP-BruteForce,IN_PKTS,2,"MITRE T1110.001; Sharafaldin2018CICIDS (FTP-Patator); Jonker2015; Najafabadi2015; Hancock2021; Leevy2021 (source2 sec.6, CICIDS2018-specific)",high,"No explained flows for this class in the current run, so this row records the literature expectation without being scoreable yet; eval04 reports it as rho-undefined rather than as disagreement. Source 2 is unusually strong here and CICIDS2018-specific: as few as two flow-level features suffice to separate SSH/FTP brute force on this dataset. FTP_COMMAND_RET_CODE was considered (repeated authentication-failure return codes) but left unmapped: no source in the pass states it, and it would be a protocol inference rather than a literature finding. near-identical per-flow packet counts."
cicids2018,FTP-BruteForce,OUT_BYTES,2,"MITRE T1110.001; Sharafaldin2018CICIDS (FTP-Patator); Jonker2015; Najafabadi2015; Hancock2021; Leevy2021 (source2 sec.6, CICIDS2018-specific)",high,"No explained flows for this class in the current run, so this row records the literature expectation without being scoreable yet; eval04 reports it as rho-undefined rather than as disagreement. Source 2 is unusually strong here and CICIDS2018-specific: as few as two flow-level features suffice to separate SSH/FTP brute force on this dataset. FTP_COMMAND_RET_CODE was considered (repeated authentication-failure return codes) but left unmapped: no source in the pass states it, and it would be a protocol inference rather than a literature finding. authentication-failure response of constant size."
cicids2018,FTP-BruteForce,SRC_TO_DST_AVG_THROUGHPUT,2,"MITRE T1110.001; Sharafaldin2018CICIDS (FTP-Patator); Jonker2015; Najafabadi2015; Hancock2021; Leevy2021 (source2 sec.6, CICIDS2018-specific)",high,"No explained flows for this class in the current run, so this row records the literature expectation without being scoreable yet; eval04 reports it as rho-undefined rather than as disagreement. Source 2 is unusually strong here and CICIDS2018-specific: as few as two flow-level features suffice to separate SSH/FTP brute force on this dataset. FTP_COMMAND_RET_CODE was considered (repeated authentication-failure return codes) but left unmapped: no source in the pass states it, and it would be a protocol inference rather than a literature finding. count-rate features rank high on this dataset family."
cicids2018,FTP-BruteForce,L7_PROTO,3,"MITRE T1110.001; Sharafaldin2018CICIDS (FTP-Patator); Jonker2015; Najafabadi2015; Hancock2021; Leevy2021 (source2 sec.6, CICIDS2018-specific)",high,"No explained flows for this class in the current run, so this row records the literature expectation without being scoreable yet; eval04 reports it as rho-undefined rather than as disagreement. Source 2 is unusually strong here and CICIDS2018-specific: as few as two flow-level features suffice to separate SSH/FTP brute force on this dataset. FTP_COMMAND_RET_CODE was considered (repeated authentication-failure return codes) but left unmapped: no source in the pass states it, and it would be a protocol inference rather than a literature finding. the authenticating application-layer protocol."
cicids2018,SSH-Bruteforce,FLOW_DURATION_MILLISECONDS,1,"MITRE T1110.001; Sharafaldin2018CICIDS (SSH-Patator); Jonker2015; Najafabadi2015; Hancock2021; Leevy2021 (source2 sec.6, CICIDS2018-specific)",high,"No explained flows for this class in the current run, so this row records the literature expectation without being scoreable yet; eval04 reports it as rho-undefined rather than as disagreement. Same profile and same grounding as FTP-BruteForce; source 2's 'flat traffic' finding is derived from SSH brute force specifically. short, near-identical flow durations ('flat traffic')."
cicids2018,SSH-Bruteforce,IN_BYTES,1,"MITRE T1110.001; Sharafaldin2018CICIDS (SSH-Patator); Jonker2015; Najafabadi2015; Hancock2021; Leevy2021 (source2 sec.6, CICIDS2018-specific)",high,"No explained flows for this class in the current run, so this row records the literature expectation without being scoreable yet; eval04 reports it as rho-undefined rather than as disagreement. Same profile and same grounding as FTP-BruteForce; source 2's 'flat traffic' finding is derived from SSH brute force specifically. near-identical per-flow byte counts across repeated attempts."
cicids2018,SSH-Bruteforce,DST_PORT_GROUP,1,"MITRE T1110.001; Sharafaldin2018CICIDS (SSH-Patator); Jonker2015; Najafabadi2015; Hancock2021; Leevy2021 (source2 sec.6, CICIDS2018-specific)",high,"No explained flows for this class in the current run, so this row records the literature expectation without being scoreable yet; eval04 reports it as rho-undefined rather than as disagreement. Same profile and same grounding as FTP-BruteForce; source 2's 'flat traffic' finding is derived from SSH brute force specifically. fixed target authentication service port."
cicids2018,SSH-Bruteforce,IN_PKTS,2,"MITRE T1110.001; Sharafaldin2018CICIDS (SSH-Patator); Jonker2015; Najafabadi2015; Hancock2021; Leevy2021 (source2 sec.6, CICIDS2018-specific)",high,"No explained flows for this class in the current run, so this row records the literature expectation without being scoreable yet; eval04 reports it as rho-undefined rather than as disagreement. Same profile and same grounding as FTP-BruteForce; source 2's 'flat traffic' finding is derived from SSH brute force specifically. near-identical per-flow packet counts."
cicids2018,SSH-Bruteforce,OUT_BYTES,2,"MITRE T1110.001; Sharafaldin2018CICIDS (SSH-Patator); Jonker2015; Najafabadi2015; Hancock2021; Leevy2021 (source2 sec.6, CICIDS2018-specific)",high,"No explained flows for this class in the current run, so this row records the literature expectation without being scoreable yet; eval04 reports it as rho-undefined rather than as disagreement. Same profile and same grounding as FTP-BruteForce; source 2's 'flat traffic' finding is derived from SSH brute force specifically. authentication-failure response of constant size."
cicids2018,SSH-Bruteforce,SRC_TO_DST_AVG_THROUGHPUT,2,"MITRE T1110.001; Sharafaldin2018CICIDS (SSH-Patator); Jonker2015; Najafabadi2015; Hancock2021; Leevy2021 (source2 sec.6, CICIDS2018-specific)",high,"No explained flows for this class in the current run, so this row records the literature expectation without being scoreable yet; eval04 reports it as rho-undefined rather than as disagreement. Same profile and same grounding as FTP-BruteForce; source 2's 'flat traffic' finding is derived from SSH brute force specifically. count-rate features rank high on this dataset family."
cicids2018,SSH-Bruteforce,L7_PROTO,3,"MITRE T1110.001; Sharafaldin2018CICIDS (SSH-Patator); Jonker2015; Najafabadi2015; Hancock2021; Leevy2021 (source2 sec.6, CICIDS2018-specific)",high,"No explained flows for this class in the current run, so this row records the literature expectation without being scoreable yet; eval04 reports it as rho-undefined rather than as disagreement. Same profile and same grounding as FTP-BruteForce; source 2's 'flat traffic' finding is derived from SSH brute force specifically. the authenticating application-layer protocol."
cicids2018,DoS_attacks-Hulk,SRC_TO_DST_AVG_THROUGHPUT,1,"MITRE T1499.003 (Application Exhaustion Flood); Sharafaldin2018CICIDS (HULK, named tool); Najafimehr2023; Feinstein2003 (source2 sec.2)",high,"No explained flows for this class in the current run, so this row records the literature expectation without being scoreable yet; eval04 reports it as rho-undefined rather than as disagreement. HULK is a high-rate HTTP-request-volume tool, so the volumetric rather than the low-and-slow profile is applied. elevated packet/byte rate toward the victim."
cicids2018,DoS_attacks-Hulk,SRC_TO_DST_IAT_AVG,1,"MITRE T1499.003 (Application Exhaustion Flood); Sharafaldin2018CICIDS (HULK, named tool); Najafimehr2023; Feinstein2003 (source2 sec.2)",high,"No explained flows for this class in the current run, so this row records the literature expectation without being scoreable yet; eval04 reports it as rho-undefined rather than as disagreement. HULK is a high-rate HTTP-request-volume tool, so the volumetric rather than the low-and-slow profile is applied. markedly compressed inter-packet timing."
cicids2018,DoS_attacks-Hulk,TCP_FLAGS,1,"MITRE T1499.003 (Application Exhaustion Flood); Sharafaldin2018CICIDS (HULK, named tool); Najafimehr2023; Feinstein2003 (source2 sec.2)",high,"No explained flows for this class in the current run, so this row records the literature expectation without being scoreable yet; eval04 reports it as rho-undefined rather than as disagreement. HULK is a high-rate HTTP-request-volume tool, so the volumetric rather than the low-and-slow profile is applied. SYN without corresponding ACK/FIN completion."
cicids2018,DoS_attacks-Hulk,SRC_TO_DST_SECOND_BYTES,2,"MITRE T1499.003 (Application Exhaustion Flood); Sharafaldin2018CICIDS (HULK, named tool); Najafimehr2023; Feinstein2003 (source2 sec.2)",high,"No explained flows for this class in the current run, so this row records the literature expectation without being scoreable yet; eval04 reports it as rho-undefined rather than as disagreement. HULK is a high-rate HTTP-request-volume tool, so the volumetric rather than the low-and-slow profile is applied. byte-rate elevation, direction-explicit."
cicids2018,DoS_attacks-Hulk,SRC_TO_DST_IAT_STDDEV,2,"MITRE T1499.003 (Application Exhaustion Flood); Sharafaldin2018CICIDS (HULK, named tool); Najafimehr2023; Feinstein2003 (source2 sec.2)",high,"No explained flows for this class in the current run, so this row records the literature expectation without being scoreable yet; eval04 reports it as rho-undefined rather than as disagreement. HULK is a high-rate HTTP-request-volume tool, so the volumetric rather than the low-and-slow profile is applied. low timing dispersion of an automated flood."
cicids2018,DoS_attacks-Hulk,IN_PKTS,2,"MITRE T1499.003 (Application Exhaustion Flood); Sharafaldin2018CICIDS (HULK, named tool); Najafimehr2023; Feinstein2003 (source2 sec.2)",high,"No explained flows for this class in the current run, so this row records the literature expectation without being scoreable yet; eval04 reports it as rho-undefined rather than as disagreement. HULK is a high-rate HTTP-request-volume tool, so the volumetric rather than the low-and-slow profile is applied. elevated packet volume."
cicids2018,DoS_attacks-Hulk,FLOW_DURATION_MILLISECONDS,3,"MITRE T1499.003 (Application Exhaustion Flood); Sharafaldin2018CICIDS (HULK, named tool); Najafimehr2023; Feinstein2003 (source2 sec.2)",high,"No explained flows for this class in the current run, so this row records the literature expectation without being scoreable yet; eval04 reports it as rho-undefined rather than as disagreement. HULK is a high-rate HTTP-request-volume tool, so the volumetric rather than the low-and-slow profile is applied. skewed flow-duration distribution vs. benign."
cicids2018,DoS_attacks-GoldenEye,SRC_TO_DST_AVG_THROUGHPUT,1,"MITRE T1499.003; Sharafaldin2018CICIDS (GoldenEye, named tool); Najafimehr2023 (source2 sec.2)",high,"No explained flows for this class in the current run, so this row records the literature expectation without being scoreable yet; eval04 reports it as rho-undefined rather than as disagreement. GoldenEye exhausts the connection pool via concurrent keep-alive HTTP requests — high-rate, so the volumetric profile is applied. elevated packet/byte rate toward the victim."
cicids2018,DoS_attacks-GoldenEye,SRC_TO_DST_IAT_AVG,1,"MITRE T1499.003; Sharafaldin2018CICIDS (GoldenEye, named tool); Najafimehr2023 (source2 sec.2)",high,"No explained flows for this class in the current run, so this row records the literature expectation without being scoreable yet; eval04 reports it as rho-undefined rather than as disagreement. GoldenEye exhausts the connection pool via concurrent keep-alive HTTP requests — high-rate, so the volumetric profile is applied. markedly compressed inter-packet timing."
cicids2018,DoS_attacks-GoldenEye,TCP_FLAGS,1,"MITRE T1499.003; Sharafaldin2018CICIDS (GoldenEye, named tool); Najafimehr2023 (source2 sec.2)",high,"No explained flows for this class in the current run, so this row records the literature expectation without being scoreable yet; eval04 reports it as rho-undefined rather than as disagreement. GoldenEye exhausts the connection pool via concurrent keep-alive HTTP requests — high-rate, so the volumetric profile is applied. SYN without corresponding ACK/FIN completion."
cicids2018,DoS_attacks-GoldenEye,SRC_TO_DST_SECOND_BYTES,2,"MITRE T1499.003; Sharafaldin2018CICIDS (GoldenEye, named tool); Najafimehr2023 (source2 sec.2)",high,"No explained flows for this class in the current run, so this row records the literature expectation without being scoreable yet; eval04 reports it as rho-undefined rather than as disagreement. GoldenEye exhausts the connection pool via concurrent keep-alive HTTP requests — high-rate, so the volumetric profile is applied. byte-rate elevation, direction-explicit."
cicids2018,DoS_attacks-GoldenEye,SRC_TO_DST_IAT_STDDEV,2,"MITRE T1499.003; Sharafaldin2018CICIDS (GoldenEye, named tool); Najafimehr2023 (source2 sec.2)",high,"No explained flows for this class in the current run, so this row records the literature expectation without being scoreable yet; eval04 reports it as rho-undefined rather than as disagreement. GoldenEye exhausts the connection pool via concurrent keep-alive HTTP requests — high-rate, so the volumetric profile is applied. low timing dispersion of an automated flood."
cicids2018,DoS_attacks-GoldenEye,IN_PKTS,2,"MITRE T1499.003; Sharafaldin2018CICIDS (GoldenEye, named tool); Najafimehr2023 (source2 sec.2)",high,"No explained flows for this class in the current run, so this row records the literature expectation without being scoreable yet; eval04 reports it as rho-undefined rather than as disagreement. GoldenEye exhausts the connection pool via concurrent keep-alive HTTP requests — high-rate, so the volumetric profile is applied. elevated packet volume."
cicids2018,DoS_attacks-GoldenEye,FLOW_DURATION_MILLISECONDS,3,"MITRE T1499.003; Sharafaldin2018CICIDS (GoldenEye, named tool); Najafimehr2023 (source2 sec.2)",high,"No explained flows for this class in the current run, so this row records the literature expectation without being scoreable yet; eval04 reports it as rho-undefined rather than as disagreement. GoldenEye exhausts the connection pool via concurrent keep-alive HTTP requests — high-rate, so the volumetric profile is applied. skewed flow-duration distribution vs. benign."
cicids2018,DoS_attacks-Slowloris,FLOW_DURATION_MILLISECONDS,1,"MITRE T1499 (sources disagree on .001 vs .003, per the CICIDS2018 mapping doc); Sharafaldin2018CICIDS; Cambiaso2013 (source2 sec.2, low-rate DoS)",high,"No explained flows for this class in the current run, so this row records the literature expectation without being scoreable yet; eval04 reports it as rho-undefined rather than as disagreement. Deliberately the LOW-AND-SLOW profile, not the volumetric one: source2 sec.2 states explicitly that slow-DoS variants deviate from the volumetric signature. SRC_TO_DST_AVG_THROUGHPUT is expected to be important because it is characteristically LOW; the metric scores importance, not direction. sustained, deliberately long-lived connection."
cicids2018,DoS_attacks-Slowloris,DURATION_IN,1,"MITRE T1499 (sources disagree on .001 vs .003, per the CICIDS2018 mapping doc); Sharafaldin2018CICIDS; Cambiaso2013 (source2 sec.2, low-rate DoS)",high,"No explained flows for this class in the current run, so this row records the literature expectation without being scoreable yet; eval04 reports it as rho-undefined rather than as disagreement. Deliberately the LOW-AND-SLOW profile, not the volumetric one: source2 sec.2 states explicitly that slow-DoS variants deviate from the volumetric signature. SRC_TO_DST_AVG_THROUGHPUT is expected to be important because it is characteristically LOW; the metric scores importance, not direction. connection held open rather than completed."
cicids2018,DoS_attacks-Slowloris,SRC_TO_DST_AVG_THROUGHPUT,1,"MITRE T1499 (sources disagree on .001 vs .003, per the CICIDS2018 mapping doc); Sharafaldin2018CICIDS; Cambiaso2013 (source2 sec.2, low-rate DoS)",high,"No explained flows for this class in the current run, so this row records the literature expectation without being scoreable yet; eval04 reports it as rho-undefined rather than as disagreement. Deliberately the LOW-AND-SLOW profile, not the volumetric one: source2 sec.2 states explicitly that slow-DoS variants deviate from the volumetric signature. SRC_TO_DST_AVG_THROUGHPUT is expected to be important because it is characteristically LOW; the metric scores importance, not direction. characteristically LOW rate (the evasion mechanism)."
cicids2018,DoS_attacks-Slowloris,SRC_TO_DST_IAT_AVG,2,"MITRE T1499 (sources disagree on .001 vs .003, per the CICIDS2018 mapping doc); Sharafaldin2018CICIDS; Cambiaso2013 (source2 sec.2, low-rate DoS)",high,"No explained flows for this class in the current run, so this row records the literature expectation without being scoreable yet; eval04 reports it as rho-undefined rather than as disagreement. Deliberately the LOW-AND-SLOW profile, not the volumetric one: source2 sec.2 states explicitly that slow-DoS variants deviate from the volumetric signature. SRC_TO_DST_AVG_THROUGHPUT is expected to be important because it is characteristically LOW; the metric scores importance, not direction. header/body bytes trickled at long intervals."
cicids2018,DoS_attacks-Slowloris,NUM_PKTS_UP_TO_128_BYTES,2,"MITRE T1499 (sources disagree on .001 vs .003, per the CICIDS2018 mapping doc); Sharafaldin2018CICIDS; Cambiaso2013 (source2 sec.2, low-rate DoS)",high,"No explained flows for this class in the current run, so this row records the literature expectation without being scoreable yet; eval04 reports it as rho-undefined rather than as disagreement. Deliberately the LOW-AND-SLOW profile, not the volumetric one: source2 sec.2 states explicitly that slow-DoS variants deviate from the volumetric signature. SRC_TO_DST_AVG_THROUGHPUT is expected to be important because it is characteristically LOW; the metric scores importance, not direction. partial requests are tiny packets."
cicids2018,DoS_attacks-Slowloris,DST_PORT_GROUP,3,"MITRE T1499 (sources disagree on .001 vs .003, per the CICIDS2018 mapping doc); Sharafaldin2018CICIDS; Cambiaso2013 (source2 sec.2, low-rate DoS)",high,"No explained flows for this class in the current run, so this row records the literature expectation without being scoreable yet; eval04 reports it as rho-undefined rather than as disagreement. Deliberately the LOW-AND-SLOW profile, not the volumetric one: source2 sec.2 states explicitly that slow-DoS variants deviate from the volumetric signature. SRC_TO_DST_AVG_THROUGHPUT is expected to be important because it is characteristically LOW; the metric scores importance, not direction. targets the HTTP service port."
